"","thread_post","user","date_proc","image","postnum","quote","join_date","likes","nonquote_image"
"1365","#33435","Thrift Vader","Mar 4, 2018 at 8:40 AM",0,9235188,0,"Sep 27, 2014",1,0
"1366","#33436","Citaro","Mar 4, 2018 at 12:21 PM",0,9235422,0,"Mar 14, 2017",48,0
"1367","#33437","MrUnderwood","Mar 4, 2018 at 12:26 PM",1,9235432,0,"May 28, 2017",3,1
"1368","#33438","myshoeiswet","Mar 4, 2018 at 12:44 PM",0,9235455,1,"Dec 27, 2012",56,-1
"1369","#33439","IEG","Mar 4, 2018 at 3:26 PM",1,9235601,0,"Jan 11, 2018",1,1
"1370","#33440","Spehsmonkey","Mar 4, 2018 at 4:01 PM",0,9235623,0,"Apr 21, 2014",37,0
"1371","#33441","Darkside","Mar 4, 2018 at 4:09 PM",0,9235627,1,"Jan 14, 2014",NA,-1
"1372","#33442","AlexWoodruff","Mar 4, 2018 at 4:17 PM",1,9235635,0,"Jan 28, 2018",1,1
"1373","#33443","RegisDB9","Mar 4, 2018 at 5:58 PM",0,9235755,1,"Oct 15, 2010",31,-1
"1374","#33444","FrankCowperwood","Mar 4, 2018 at 6:46 PM",0,9235782,0,"May 23, 2011",6,0
"1375","#33445","gettoasty","Mar 4, 2018 at 6:55 PM",1,9235792,0,"Feb 8, 2010",NA,1
"1376","#33446","sinnedk","Mar 4, 2018 at 9:19 PM",0,9235935,0,"Nov 15, 2010",24,0
"1377","#33447","Benesyed","Mar 4, 2018 at 9:24 PM",0,9235941,0,"Aug 9, 2010",1,0
"1378","#33448","Benesyed","Mar 4, 2018 at 9:25 PM",0,9235943,1,"Aug 9, 2010",NA,-1
"1379","#33449","sinnedk","Mar 4, 2018 at 9:40 PM",0,9235956,0,"Nov 15, 2010",NA,0
"1380","#33450","Patrick R","Mar 4, 2018 at 9:42 PM",0,9235960,0,"Sep 29, 2011",NA,0
"1381","#33451","sinnedk","Mar 4, 2018 at 9:51 PM",0,9235975,1,"Nov 15, 2010",NA,-1
"1382","#33452","Patrick R","Mar 4, 2018 at 9:57 PM",0,9235992,0,"Sep 29, 2011",1,0
"1383","#33453","sinnedk","Mar 4, 2018 at 10:02 PM",0,9236000,0,"Nov 15, 2010",1,0
"1384","#33454","jet","Mar 5, 2018 at 12:12 AM",1,9236077,0,"Jun 9, 2006",2,1
"1385","#33455","Rais","Mar 5, 2018 at 12:45 AM",1,9236094,0,"Oct 26, 2013",40,1
"1386","#33456","magicalporks","Mar 5, 2018 at 2:26 AM",1,9236134,0,"Feb 7, 2012",25,1
"1387","#33457","Homme","Mar 5, 2018 at 4:29 AM",1,9236198,0,"Mar 11, 2006",26,1
"1388","#33458","Hugo Slime","Mar 5, 2018 at 4:52 AM",1,9236217,0,"Jan 3, 2018",5,1
"1389","#33459","beepbop","Mar 5, 2018 at 5:09 AM",0,9236228,0,"Aug 11, 2014",35,0
"1390","#33460","penanceroyaltea","Mar 5, 2018 at 5:28 AM",0,9236241,1,"Jan 27, 2012",NA,-1
"1391","#33461","beepbop","Mar 5, 2018 at 5:39 AM",0,9236254,0,"Aug 11, 2014",NA,0
"1392","#33462","penanceroyaltea","Mar 5, 2018 at 5:59 AM",0,9236280,1,"Jan 27, 2012",NA,-1
"1393","#33463","mementomoriarty","Mar 5, 2018 at 9:42 AM",0,9236503,1,"Aug 14, 2014",1,-1
"1394","#33464","kbadgley84","Mar 5, 2018 at 10:29 AM",0,9236546,1,"Feb 3, 2014",NA,-1
"1395","#33465","beepbop","Mar 5, 2018 at 10:33 AM",0,9236548,0,"Aug 11, 2014",1,0
"1396","#33466","UrbanComposition","Mar 5, 2018 at 11:47 AM",1,9236657,0,"Aug 6, 2010",47,1
"1397","#33467","kindofyoung","Mar 5, 2018 at 11:55 AM",0,9236663,0,"Jan 30, 2012",42,0
"1398","#33468","Superb0bo","Mar 5, 2018 at 11:58 AM",0,9236670,1,"Jan 3, 2007",5,-1
"1399","#33469","eazye","Mar 5, 2018 at 12:26 PM",0,9236696,1,"Feb 28, 2009",4,-1
"1400","#33470","notwithit","Mar 5, 2018 at 12:32 PM",0,9236699,1,"Mar 2, 2010",1,-1
"1401","#33471","penanceroyaltea","Mar 5, 2018 at 2:13 PM",1,9236827,0,"Jan 27, 2012",2,1
"1402","#33472","#dadcore","Mar 5, 2018 at 2:34 PM",0,9236858,0,"Apr 22, 2017",9,0
"1403","#33473","penanceroyaltea","Mar 5, 2018 at 2:52 PM",1,9236896,0,"Jan 27, 2012",3,1
"1404","#33474","Preemo","Mar 5, 2018 at 3:14 PM",1,9236920,0,"May 4, 2013",35,1
"1405","#33475","stevenkmason","Mar 5, 2018 at 3:54 PM",0,9236971,0,"Aug 27, 2012",12,0
"1406","#33476","ShoutOutsFoMyBo","Mar 5, 2018 at 4:08 PM",0,9236982,0,"May 13, 2012",NA,0
"1407","#33477","penanceroyaltea","Mar 5, 2018 at 4:09 PM",1,9236990,0,"Jan 27, 2012",NA,1
"1408","#33478","nicelynice","Mar 5, 2018 at 4:57 PM",0,9237046,0,"Jan 23, 2009",64,0
"1409","#33479","magicalporks","Mar 5, 2018 at 5:19 PM",0,9237079,0,"Feb 7, 2012",3,0
"1410","#33480","mythage","Mar 5, 2018 at 5:47 PM",0,9237138,0,"Dec 11, 2011",2,0
"1411","#33481","Thrift Vader","Mar 5, 2018 at 6:14 PM",0,9237185,0,"Sep 27, 2014",NA,0
"1412","#33482","magicalporks","Mar 5, 2018 at 6:41 PM",0,9237220,0,"Feb 7, 2012",3,0
"1413","#33483","FrankCowperwood","Mar 5, 2018 at 8:12 PM",0,9237393,0,"May 23, 2011",NA,0
"1414","#33484","penanceroyaltea","Mar 5, 2018 at 8:56 PM",1,9237421,0,"Jan 27, 2012",1,1
"1415","#33485","mmmargeologist","Mar 6, 2018 at 2:09 AM",1,9237587,0,"Jun 1, 2016",4,1
"1416","#33486","penanceroyaltea","Mar 6, 2018 at 5:51 AM",1,9237706,0,"Jan 27, 2012",61,1
"1417","#33487","OccultaVexillum","Mar 6, 2018 at 6:25 AM",0,9237745,0,"Aug 1, 2013",34,0
"1418","#33488","Benesyed","Mar 6, 2018 at 7:11 AM",0,9237815,1,"Aug 9, 2010",NA,-1
"1419","#33489","Thrift Vader","Mar 6, 2018 at 7:41 AM",0,9237837,0,"Sep 27, 2014",2,0
"1420","#33490","DeBo","Mar 6, 2018 at 7:44 AM",0,9237840,0,"Mar 5, 2015",NA,0
"1421","#33491","Benesyed","Mar 6, 2018 at 8:32 AM",0,9237913,0,"Aug 9, 2010",NA,0
"1422","#33492","OccultaVexillum","Mar 6, 2018 at 8:58 AM",0,9237943,0,"Aug 1, 2013",NA,0
"1423","#33493","MaiLam","Mar 6, 2018 at 9:00 AM",0,9237948,1,"May 20, 2015",14,-1
"1424","#33494","Benesyed","Mar 6, 2018 at 9:12 AM",0,9237964,0,"Aug 9, 2010",NA,0
"1425","#33495","jet","Mar 6, 2018 at 10:04 AM",0,9238016,0,"Jun 9, 2006",3,0
"1426","#33496","Benesyed","Mar 6, 2018 at 10:26 AM",1,9238047,0,"Aug 9, 2010",1,1
"1427","#33497","Spehsmonkey","Mar 6, 2018 at 12:16 PM",0,9238180,0,"Apr 21, 2014",46,0
"1428","#33498","ShoutOutsFoMyBo","Mar 6, 2018 at 12:41 PM",0,9238204,1,"May 13, 2012",1,-1
"1429","#33499","jet","Mar 6, 2018 at 12:42 PM",0,9238208,1,"Jun 9, 2006",4,-1
"1430","#33500","Benesyed","Mar 6, 2018 at 1:06 PM",0,9238261,0,"Aug 9, 2010",2,0
"1431","#33501","MGoCrimson","Mar 6, 2018 at 1:08 PM",0,9238262,1,"Aug 3, 2013",NA,-1
"1432","#33502","Darkside","Mar 6, 2018 at 2:40 PM",0,9238383,1,"Jan 14, 2014",2,-1
"1433","#33503","nahneun","Mar 6, 2018 at 2:53 PM",0,9238393,1,"Feb 25, 2009",NA,-1
"1434","#33504","the shah","Mar 6, 2018 at 3:06 PM",0,9238405,1,"Jun 2, 2008",2,-1
"1435","#33505","Benesyed","Mar 6, 2018 at 3:13 PM",0,9238410,1,"Aug 9, 2010",NA,-1
"1436","#33506","Benesyed","Mar 6, 2018 at 3:13 PM",0,9238413,0,"Aug 9, 2010",1,0
"1437","#33507","gettoasty","Mar 6, 2018 at 3:15 PM",0,9238415,1,"Feb 8, 2010",NA,-1
"1438","#33508","penanceroyaltea","Mar 6, 2018 at 3:17 PM",0,9238416,0,"Jan 27, 2012",3,0
"1439","#33509","mythage","Mar 6, 2018 at 3:21 PM",0,9238421,0,"Dec 11, 2011",NA,0
"1440","#33510","hendrix","Mar 6, 2018 at 3:43 PM",0,9238447,0,"Apr 19, 2009",NA,0
"1441","#33511","Spehsmonkey","Mar 6, 2018 at 3:57 PM",1,9238456,0,"Apr 21, 2014",3,1
"1442","#33512","Citaro","Mar 6, 2018 at 4:15 PM",1,9238473,0,"Mar 14, 2017",34,1
"1443","#33513","grizzlybear","Mar 6, 2018 at 5:23 PM",1,9238558,0,"Apr 4, 2011",1,1
"1444","#33514","grizzlybear","Mar 6, 2018 at 5:25 PM",1,9238560,0,"Apr 4, 2011",2,1
"1445","#33515","flipstah","Mar 6, 2018 at 5:43 PM",0,9238574,1,"Oct 31, 2017",2,-1
"1446","#33516","Dr Huh?","Mar 6, 2018 at 6:13 PM",0,9238604,1,"Mar 14, 2009",8,-1
"1447","#33517","Benesyed","Mar 6, 2018 at 8:30 PM",0,9238740,1,"Aug 9, 2010",NA,-1
"1448","#33518","hendrix","Mar 6, 2018 at 8:44 PM",0,9238752,1,"Apr 19, 2009",NA,-1
"1449","#33519","MGoCrimson","Mar 6, 2018 at 8:46 PM",0,9238754,1,"Aug 3, 2013",4,-1
"1450","#33520","Benesyed","Mar 6, 2018 at 9:07 PM",0,9238768,0,"Aug 9, 2010",NA,0
"1451","#33521","canstyleace","Mar 6, 2018 at 9:13 PM",0,9238791,1,"Apr 27, 2009",4,-1
"1452","#33522","jet","Mar 6, 2018 at 11:05 PM",1,9238915,0,"Jun 9, 2006",NA,1
"1453","#33523","in stitches","Mar 7, 2018 at 5:46 AM",1,9239116,0,"Oct 10, 2010",34,1
"1454","#33524","Thrift Vader","Mar 7, 2018 at 6:14 AM",0,9239166,0,"Sep 27, 2014",4,0
"1455","#33525","nahneun","Mar 7, 2018 at 6:21 AM",0,9239173,0,"Feb 25, 2009",3,0
"1456","#33526","Thrift Vader","Mar 7, 2018 at 6:22 AM",1,9239177,0,"Sep 27, 2014",NA,1
"1457","#33527","IEG","Mar 7, 2018 at 7:44 AM",1,9239285,0,"Jan 11, 2018",5,1
"1458","#33528","Benesyed","Mar 7, 2018 at 9:01 AM",1,9239409,0,"Aug 9, 2010",11,1
"1459","#33529","giand","Mar 7, 2018 at 9:56 AM",1,9239475,0,"Jul 11, 2017",34,1
"1460","#33530","RegisDB9","Mar 7, 2018 at 12:45 PM",0,9239716,1,"Oct 15, 2010",33,-1
"1461","#33531","notwithit","Mar 7, 2018 at 1:20 PM",0,9239779,0,"Mar 2, 2010",5,0
"1462","#33532","dotcomzzz","Mar 7, 2018 at 1:39 PM",1,9239819,0,"Jan 4, 2010",NA,1
"1463","#33533","Laurens","Mar 7, 2018 at 3:09 PM",0,9239968,1,"Jul 19, 2010",42,-1
"1464","#33534","grizzlybear","Mar 7, 2018 at 5:52 PM",0,9240246,0,"Apr 4, 2011",NA,0
"1465","#33535","momentoftruth","Mar 7, 2018 at 7:23 PM",0,9240387,1,"Jun 27, 2012",1,-1
"1466","#33536","cocostella","Mar 7, 2018 at 7:28 PM",0,9240395,1,"May 9, 2007",1,-1
"1467","#33537","in stitches","Mar 7, 2018 at 7:51 PM",0,9240437,1,"Oct 10, 2010",NA,-1
"1468","#33538","jet","Mar 7, 2018 at 10:17 PM",0,9240597,1,"Jun 9, 2006",1,-1
"1469","#33539","MGoCrimson","Mar 7, 2018 at 10:22 PM",0,9240603,0,"Aug 3, 2013",1,0
"1470","#33540","jet","Mar 7, 2018 at 10:24 PM",0,9240605,0,"Jun 9, 2006",NA,0
"1471","#33541","Benesyed","Mar 7, 2018 at 10:34 PM",0,9240607,1,"Aug 9, 2010",NA,-1
"1472","#33542","MGoCrimson","Mar 7, 2018 at 10:41 PM",0,9240616,0,"Aug 3, 2013",NA,0
"1473","#33543","jet","Mar 7, 2018 at 10:45 PM",1,9240618,0,"Jun 9, 2006",1,1
"1474","#33544","kindofyoung","Mar 8, 2018 at 8:15 AM",0,9240909,0,"Jan 30, 2012",28,0
"1475","#33545","Benesyed","Mar 8, 2018 at 9:00 AM",1,9240971,0,"Aug 9, 2010",NA,1
"1476","#33546","Benesyed","Mar 8, 2018 at 9:09 AM",0,9240984,1,"Aug 9, 2010",12,-1
"1477","#33547","hendrix","Mar 8, 2018 at 9:11 AM",1,9240987,1,"Apr 19, 2009",5,0
"1478","#33548","UrbanComposition","Mar 8, 2018 at 9:17 AM",0,9240994,1,"Aug 6, 2010",1,-1
"1479","#33549","canstyleace","Mar 8, 2018 at 9:28 AM",0,9241012,0,"Apr 27, 2009",1,0
"1480","#33550","Thrift Vader","Mar 8, 2018 at 9:28 AM",0,9241013,1,"Sep 27, 2014",NA,-1
"1481","#33551","Purplelabel","Mar 8, 2018 at 9:39 AM",0,9241029,1,"Jan 18, 2014",NA,-1
"1482","#33552","notwithit","Mar 8, 2018 at 9:46 AM",0,9241039,1,"Mar 2, 2010",NA,-1
"1483","#33553","Dirt","Mar 8, 2018 at 9:47 AM",0,9241041,1,"Mar 2, 2016",1,-1
"1484","#33554","nahneun","Mar 8, 2018 at 9:56 AM",0,9241047,0,"Feb 25, 2009",3,0
"1485","#33555","UrbanComposition","Mar 8, 2018 at 10:01 AM",0,9241055,0,"Aug 6, 2010",1,0
"1486","#33556","Thrift Vader","Mar 8, 2018 at 10:08 AM",0,9241060,1,"Sep 27, 2014",1,-1
"1487","#33557","notwithit","Mar 8, 2018 at 10:15 AM",0,9241072,0,"Mar 2, 2010",7,0
"1488","#33558","UrbanComposition","Mar 8, 2018 at 10:21 AM",0,9241088,0,"Aug 6, 2010",1,0
"1489","#33559","Darkside","Mar 8, 2018 at 10:23 AM",0,9241090,0,"Jan 14, 2014",1,0
"1490","#33560","Thrift Vader","Mar 8, 2018 at 10:26 AM",0,9241093,0,"Sep 27, 2014",1,0
"1491","#33561","justridiculous","Mar 8, 2018 at 10:29 AM",0,9241095,0,"Jan 16, 2015",6,0
"1492","#33562","justridiculous","Mar 8, 2018 at 10:29 AM",1,9241098,0,"Jan 16, 2015",6,1
"1493","#33563","trichomatic","Mar 8, 2018 at 10:31 AM",0,9241100,0,"Jan 16, 2013",35,0
"1494","#33564","e0d9n0b5","Mar 8, 2018 at 10:33 AM",0,9241102,0,"May 21, 2010",6,0
"1495","#33565","g transistor","Mar 8, 2018 at 10:39 AM",0,9241110,0,"Jun 1, 2009",3,0
"1496","#33566","Thrift Vader","Mar 8, 2018 at 10:46 AM",0,9241120,0,"Sep 27, 2014",NA,0
"1497","#33567","Spehsmonkey","Mar 8, 2018 at 10:47 AM",0,9241123,1,"Apr 21, 2014",NA,-1
"1498","#33568","LonerMatt","Mar 8, 2018 at 10:56 AM",1,9241135,1,"Nov 2, 2012",NA,0
"1499","#33569","AX2007","Mar 8, 2018 at 1:57 PM",0,9241399,0,"May 19, 2013",NA,0
"1500","#33570","KamoteJoe","Mar 8, 2018 at 4:09 PM",0,9241562,0,"Jul 19, 2013",NA,0
"1501","#33571","noob in 89","Mar 8, 2018 at 4:57 PM",1,9241624,0,"Dec 28, 2010",NA,1
"1502","#33572","hendrix","Mar 8, 2018 at 5:40 PM",0,9241673,0,"Apr 19, 2009",19,0
"1503","#33573","e0d9n0b5","Mar 8, 2018 at 6:15 PM",0,9241704,1,"May 21, 2010",NA,-1
"1504","#33574","hendrix","Mar 8, 2018 at 6:28 PM",0,9241716,0,"Apr 19, 2009",NA,0
"1505","#33575","e0d9n0b5","Mar 8, 2018 at 6:31 PM",1,9241717,0,"May 21, 2010",4,1
"1506","#33576","Aske","Mar 8, 2018 at 7:06 PM",0,9241742,1,"Jun 7, 2013",37,-1
"1507","#33577","hendrix","Mar 8, 2018 at 7:33 PM",0,9241768,1,"Apr 19, 2009",1,-1
"1508","#33578","notwithit","Mar 8, 2018 at 8:44 PM",0,9241830,0,"Mar 2, 2010",1,0
"1509","#33579","FrankCowperwood","Mar 8, 2018 at 9:30 PM",1,9241880,0,"May 23, 2011",1,1
"1510","#33580","Lohikaarme","Mar 9, 2018 at 2:17 AM",1,9242050,0,"Mar 19, 2013",30,1
"1511","#33581","Hugo Slime","Mar 9, 2018 at 5:01 AM",0,9242142,0,"Jan 3, 2018",4,0
"1512","#33582","penanceroyaltea","Mar 9, 2018 at 5:07 AM",0,9242154,1,"Jan 27, 2012",1,-1
"1513","#33583","penanceroyaltea","Mar 9, 2018 at 5:09 AM",0,9242159,0,"Jan 27, 2012",1,0
"1514","#33584","UrbanComposition","Mar 9, 2018 at 6:55 AM",0,9242280,0,"Aug 6, 2010",2,0
"1515","#33585","Severisth","Mar 9, 2018 at 7:10 AM",0,9242302,0,"Dec 10, 2008",NA,0
"1516","#33586","conceptual 4est","Mar 9, 2018 at 7:14 AM",1,9242306,0,"Jul 24, 2012",4,1
"1517","#33587","Wham SIce","Mar 9, 2018 at 7:21 AM",0,9242320,1,"May 27, 2017",14,-1
"1518","#33588","Aske","Mar 9, 2018 at 9:24 AM",1,9242562,0,"Jun 7, 2013",NA,1
"1519","#33589","MGoCrimson","Mar 9, 2018 at 9:31 AM",1,9242581,0,"Aug 3, 2013",34,1
"1520","#33590","Cotton Dockers","Mar 9, 2018 at 9:32 AM",0,9242582,1,"Nov 23, 2011",31,-1
"1521","#33591","MGoCrimson","Mar 9, 2018 at 9:33 AM",1,9242584,0,"Aug 3, 2013",2,1
"1522","#33592","sssuhr","Mar 9, 2018 at 10:14 AM",0,9242637,1,"Mar 22, 2017",33,-1
"1523","#33593","happyriverz","Mar 9, 2018 at 11:23 AM",1,9242741,0,"Jan 19, 2016",NA,1
"1524","#33594","mumma","Mar 9, 2018 at 11:52 AM",0,9242790,0,"Oct 16, 2009",55,0
"1525","#33595","e0d9n0b5","Mar 9, 2018 at 11:56 AM",0,9242794,1,"May 21, 2010",1,-1
"1526","#33596","Cotton Dockers","Mar 9, 2018 at 12:19 PM",1,9242842,1,"Nov 23, 2011",NA,0
"1527","#33597","baltimoron","Mar 9, 2018 at 12:25 PM",0,9242854,1,"Jan 14, 2012",NA,-1
"1528","#33598","hendrix","Mar 9, 2018 at 1:13 PM",0,9242950,1,"Apr 19, 2009",NA,-1
"1529","#33599","MGoCrimson","Mar 9, 2018 at 1:29 PM",0,9243004,1,"Aug 3, 2013",NA,-1
"1530","#33600","hendrix","Mar 9, 2018 at 1:38 PM",0,9243022,0,"Apr 19, 2009",1,0
"1531","#33601","Spehsmonkey","Mar 9, 2018 at 1:39 PM",0,9243023,1,"Apr 21, 2014",26,-1
"1532","#33602","metranger8694","Mar 9, 2018 at 4:04 PM",0,9243218,0,"Aug 1, 2014",NA,0
"1533","#33603","metranger8694","Mar 9, 2018 at 4:05 PM",0,9243222,0,"Aug 1, 2014",3,0
"1534","#33604","Spehsmonkey","Mar 9, 2018 at 4:34 PM",1,9243281,1,"Apr 21, 2014",NA,0
"1535","#33605","bows1","Mar 9, 2018 at 5:22 PM",0,9243339,0,"Apr 27, 2008",NA,0
"1536","#33606","Moth&Rust","Mar 9, 2018 at 5:41 PM",1,9243355,0,"Aug 24, 2017",2,1
"1537","#33607","IEG","Mar 9, 2018 at 6:05 PM",0,9243374,0,"Jan 11, 2018",1,0
"1538","#33608","UrbanComposition","Mar 9, 2018 at 8:06 PM",0,9243445,1,"Aug 6, 2010",1,-1
"1539","#33609","metranger8694","Mar 10, 2018 at 4:40 AM",0,9243730,1,"Aug 1, 2014",NA,-1
"1540","#33610","Chaconne","Mar 10, 2018 at 5:00 AM",0,9243747,0,"Jan 10, 2015",2,0
"1541","#33611","penanceroyaltea","Mar 10, 2018 at 6:50 AM",1,9243819,0,"Jan 27, 2012",3,1
"1542","#33612","hooker4186","Mar 10, 2018 at 6:56 AM",0,9243827,0,"Dec 2, 2008",17,0
"1543","#33613","metranger8694","Mar 10, 2018 at 7:49 AM",0,9243882,1,"Aug 1, 2014",1,-1
"1544","#33614","nahneun","Mar 10, 2018 at 7:53 AM",0,9243888,0,"Feb 25, 2009",2,0
"1545","#33615","Numbernine","Mar 10, 2018 at 8:29 AM",0,9243916,0,"Jan 12, 2013",2,0
"1546","#33616","metranger8694","Mar 10, 2018 at 9:22 AM",0,9243964,1,"Aug 1, 2014",4,-1
"1547","#33617","baltimoron","Mar 10, 2018 at 2:03 PM",1,9244274,0,"Jan 14, 2012",1,1
"1548","#33618","KamoteJoe","Mar 10, 2018 at 2:13 PM",1,9244287,0,"Jul 19, 2013",33,1
"1549","#33619","Benesyed","Mar 10, 2018 at 2:26 PM",1,9244302,0,"Aug 9, 2010",6,1
"1550","#33620","Darkside","Mar 10, 2018 at 4:41 PM",0,9244461,0,"Jan 14, 2014",12,0
"1551","#33621","Benesyed","Mar 10, 2018 at 6:16 PM",0,9244542,0,"Aug 9, 2010",2,0
"1552","#33622","Baron","Mar 10, 2018 at 7:04 PM",0,9244583,1,"Oct 5, 2004",NA,-1
"1553","#33623","jet","Mar 10, 2018 at 8:11 PM",0,9244642,0,"Jun 9, 2006",1,0
"1554","#33624","FrankCowperwood","Mar 10, 2018 at 8:12 PM",1,9244644,0,"May 23, 2011",1,1
"1555","#33625","Purplelabel","Mar 11, 2018 at 7:05 AM",1,9244967,0,"Jan 18, 2014",12,1
"1556","#33626","UrbanComposition","Mar 11, 2018 at 7:59 AM",0,9245021,0,"Aug 6, 2010",26,0
"1557","#33627","Numbernine","Mar 11, 2018 at 9:51 AM",0,9245128,0,"Jan 12, 2013",4,0
"1558","#33628","double00","Mar 11, 2018 at 9:54 AM",0,9245130,0,"Nov 24, 2014",4,0
"1559","#33629","Dirt","Mar 11, 2018 at 9:56 AM",1,9245135,0,"Mar 2, 2016",3,1
"1560","#33630","Wham SIce","Mar 11, 2018 at 10:04 AM",0,9245141,0,"May 27, 2017",11,0
"1561","#33631","UrbanComposition","Mar 11, 2018 at 10:06 AM",1,9245145,0,"Aug 6, 2010",3,1
"1562","#33632","Homme","Mar 11, 2018 at 10:58 AM",1,9245209,0,"Mar 11, 2006",17,1
"1563","#33633","metranger8694","Mar 11, 2018 at 12:00 PM",1,9245265,0,"Aug 1, 2014",9,1
"1564","#33634","hendrix","Mar 11, 2018 at 1:53 PM",1,9245377,0,"Apr 19, 2009",9,1
"1565","#33635","magicalporks","Mar 11, 2018 at 5:22 PM",1,9245578,0,"Feb 7, 2012",37,1
"1566","#33636","RegisDB9","Mar 11, 2018 at 5:32 PM",0,9245586,0,"Oct 15, 2010",44,0
"1567","#33637","Two Shoes","Mar 11, 2018 at 6:23 PM",0,9245653,0,"Jul 11, 2010",NA,0
"1568","#33638","penanceroyaltea","Mar 11, 2018 at 6:41 PM",0,9245682,0,"Jan 27, 2012",1,0
"1569","#33639","MGoCrimson","Mar 11, 2018 at 6:43 PM",0,9245686,0,"Aug 3, 2013",2,0
"1570","#33640","troika","Mar 11, 2018 at 6:56 PM",0,9245702,1,"Nov 15, 2011",2,-1
"1571","#33641","RegisDB9","Mar 11, 2018 at 8:38 PM",0,9245784,1,"Oct 15, 2010",NA,-1
"1572","#33642","Two Shoes","Mar 11, 2018 at 10:55 PM",0,9245872,1,"Jul 11, 2010",NA,-1
"1573","#33643","jet","Mar 12, 2018 at 1:14 AM",0,9245940,1,"Jun 9, 2006",NA,-1
"1574","#33644","DiplomaticTies","Mar 12, 2018 at 3:01 AM",0,9246131,1,"Oct 4, 2015",NA,-1
"1575","#33645","hendrix","Mar 12, 2018 at 4:04 AM",0,9246181,0,"Apr 19, 2009",NA,0
"1576","#33646","Superb0bo","Mar 12, 2018 at 4:25 AM",1,9246189,0,"Jan 3, 2007",NA,1
"1577","#33647","IEG","Mar 12, 2018 at 5:26 AM",1,9246225,0,"Jan 11, 2018",NA,1
"1578","#33648","Homme","Mar 12, 2018 at 6:04 AM",0,9246251,1,"Mar 11, 2006",29,-1
"1579","#33649","nahneun","Mar 12, 2018 at 6:57 AM",0,9246298,1,"Feb 25, 2009",1,-1
"1580","#33650","the shah","Mar 12, 2018 at 6:58 AM",0,9246299,1,"Jun 2, 2008",9,-1
"1581","#33651","MGoCrimson","Mar 12, 2018 at 7:40 AM",0,9246325,1,"Aug 3, 2013",NA,-1
"1582","#33652","UrbanComposition","Mar 12, 2018 at 7:45 AM",0,9246332,1,"Aug 6, 2010",1,-1
"1583","#33653","double00","Mar 12, 2018 at 9:51 AM",0,9246450,0,"Nov 24, 2014",1,0
"1584","#33654","UrbanComposition","Mar 12, 2018 at 9:54 AM",0,9246453,1,"Aug 6, 2010",8,-1
"1585","#33655","RegisDB9","Mar 12, 2018 at 10:03 AM",0,9246462,0,"Oct 15, 2010",6,0
"1586","#33656","jet","Mar 12, 2018 at 12:06 PM",1,9246635,0,"Jun 9, 2006",1,1
"1587","#33657","Slin","Mar 12, 2018 at 2:43 PM",1,9246822,0,"Oct 23, 2013",3,1
"1588","#33658","falgfalg","Mar 12, 2018 at 3:06 PM",0,9246839,0,"Sep 9, 2015",18,0
"1589","#33659","Spehsmonkey","Mar 12, 2018 at 3:15 PM",1,9246850,0,"Apr 21, 2014",2,1
"1590","#33660","MementoMori","Mar 12, 2018 at 4:25 PM",0,9246911,0,"Feb 6, 2017",32,0
"1591","#33661","double00","Mar 12, 2018 at 4:36 PM",1,9246919,0,"Nov 24, 2014",2,1
"1592","#33662","hendrix","Mar 12, 2018 at 5:03 PM",1,9246934,1,"Apr 19, 2009",27,0
"1593","#33663","Othello","Mar 12, 2018 at 6:16 PM",1,9247016,0,"Jan 30, 2014",NA,1
"1594","#33664","RegisDB9","Mar 12, 2018 at 8:30 PM",1,9247152,1,"Oct 15, 2010",38,0
"1595","#33665","LonerMatt","Mar 13, 2018 at 12:20 AM",1,9247314,0,"Nov 2, 2012",1,1
"1596","#33666","the shah","Mar 13, 2018 at 12:44 AM",0,9247326,1,"Jun 2, 2008",24,-1
"1597","#33667","MementoMori","Mar 13, 2018 at 12:54 AM",0,9247342,1,"Feb 6, 2017",NA,-1
"1598","#33668","Benesyed","Mar 13, 2018 at 1:38 AM",1,9247395,1,"Aug 9, 2010",3,0
"1599","#33669","ethanm","Mar 13, 2018 at 3:33 AM",0,9247542,0,"Oct 22, 2011",NA,0
"1600","#33670","UrbanComposition","Mar 13, 2018 at 5:38 AM",1,9247612,0,"Aug 6, 2010",NA,1
"1601","#33671","#dadcore","Mar 13, 2018 at 6:11 AM",0,9247663,1,"Apr 22, 2017",5,-1
"1602","#33672","nahneun","Mar 13, 2018 at 8:45 AM",1,9247839,0,"Feb 25, 2009",NA,1
"1603","#33673","Hugo Slime","Mar 13, 2018 at 8:51 AM",1,9247846,0,"Jan 3, 2018",5,1
"1604","#33674","msg","Mar 13, 2018 at 11:06 AM",0,9248017,0,"Apr 4, 2010",11,0
"1605","#33675","FrankCowperwood","Mar 13, 2018 at 12:11 PM",0,9248139,0,"May 23, 2011",1,0
"1606","#33676","in stitches","Mar 13, 2018 at 12:25 PM",0,9248164,0,"Oct 10, 2010",1,0
"1607","#33677","in stitches","Mar 13, 2018 at 12:39 PM",1,9248198,0,"Oct 10, 2010",10,1
"1608","#33678","sssuhr","Mar 13, 2018 at 1:47 PM",0,9248308,0,"Mar 22, 2017",49,0
"1609","#33679","Dirt","Mar 13, 2018 at 9:30 PM",1,9248821,0,"Mar 2, 2016",1,1
